   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00784,   0.14902,   0.47843,   0.96471,   1.00000,   1.00000,   0.96078,   0.47451,   0.03137,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.22353,   0.69020,   0.99216,   0.99216,   0.99216,   0.99216,   0.99216,   0.99216,   0.99216,   0.60784,   0.01176,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00392,   0.74902,   0.99216,   0.99216,   0.99216,   0.99216,   0.98039,   0.97255,   0.99216,   0.99216,   0.99216,   0.41176,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00392,   0.49412,   0.99216,   0.99216,   0.96078,   0.82353,   0.43529,   0.14510,   0.00000,   0.60784,   0.99216,   0.99216,   0.73333,   0.05490,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.02353,   0.99216,   0.99216,   0.98039,   0.54510,   0.00000,   0.00000,   0.00000,   0.00000,   0.05882,   0.88627,   0.99216,   0.99216,   0.45490,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.02353,   0.99216,   0.99216,   0.55294,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.29804,   0.99216,   0.99216,   0.85882,   0.09804,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.28627,   0.99216,   0.93333,   0.08627,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.05490,   0.86667,   0.99216,   0.99216,   0.99216,   0.58824,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.44706,   0.99216,   0.92157,   0.08235,   0.00000,   0.00000,   0.00000,   0.00000,   0.12549,   0.75686,   0.99216,   0.99216,   0.99216,   0.99216,   0.90196,   0.01569,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.23922,   0.99216,   0.99216,   0.49412,   0.00000,   0.00000,   0.00784,   0.15686,   0.67059,   0.99216,   0.99216,   0.99216,   0.99216,   0.99216,   0.62353,   0.00392,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.02353,   0.99216,   0.99216,   0.82745,   0.37647,   0.21569,   0.62353,   0.99216,   0.99216,   0.99216,   0.99216,   0.99216,   0.99216,   0.94118,   0.28627,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
